id_venda,data_venda,cliente,estado,cidade,produto,categoria,quantidade,valor_unitario,valor_total,responsavel
4389,2025-11-13,Cliente_121,SC,São Paulo,Monitor,Eletrônicos,10,291.15,2911.5,Luis Gustavo de Matos dos Santos
4390,2025-08-25,Cliente_60,PR,Porto Alegre,Teclado,Acessórios,3,2627.92,7883.76,Luis Gustavo de Matos dos Santos
4391,2025-09-03,Cliente_4,PR,Belo Horizonte,Monitor,Acessórios,10,2063.43,20634.3,Luis Gustavo de Matos dos Santos
4392,2026-02-07,Cliente_52,SC,Porto Alegre,Monitor,Acessórios,9,1498.56,13487.04,Luis Gustavo de Matos dos Santos
4393,2025-07-07,Cliente_36,MG,São Paulo,Teclado,Acessórios,4,2714.74,10858.96,Luis Gustavo de Matos dos Santos
4394,2026-01-15,Cliente_26,PR,Joinville,Monitor,Acessórios,5,2471.87,12359.35,Luis Gustavo de Matos dos Santos
4395,2026-02-27,Cliente_16,PR,Porto Alegre,Teclado,Eletrônicos,1,2023.99,2023.99,Luis Gustavo de Matos dos Santos
4396,2025-06-24,Cliente_119,RS,São Paulo,Notebook,Eletrônicos,10,3713.46,37134.6,Luis Gustavo de Matos dos Santos
4397,2026-03-03,Cliente_210,RS,São Paulo,Teclado,Eletrônicos,1,3517.35,3517.35,Luis Gustavo de Matos dos Santos
4398,2026-02-27,Cliente_290,PR,Rio de Janeiro,Teclado,Eletrônicos,7,1730.11,12110.77,Luis Gustavo de Matos dos Santos
4399,2025-05-20,Cliente_178,PR,São Paulo,Notebook,Acessórios,3,1698.41,5095.23,Luis Gustavo de Matos dos Santos
4400,2025-08-20,Cliente_232,MG,Rio de Janeiro,Headset,Eletrônicos,10,4446.63,44466.3,Luis Gustavo de Matos dos Santos
4401,2025-06-20,Cliente_119,RS,Belo Horizonte,Teclado,Acessórios,4,3936.7,15746.8,Luis Gustavo de Matos dos Santos
4402,2025-09-13,Cliente_176,SC,São Paulo,Notebook,Acessórios,4,1715.72,6862.88,Luis Gustavo de Matos dos Santos
4403,2025-06-19,Cliente_205,MG,Belo Horizonte,Notebook,Eletrônicos,8,4136.66,33093.28,Luis Gustavo de Matos dos Santos
4404,2025-09-18,Cliente_240,RS,Porto Alegre,Headset,Eletrônicos,8,2417.46,19339.68,Luis Gustavo de Matos dos Santos
4405,2025-06-29,Cliente_233,MG,Belo Horizonte,Notebook,Eletrônicos,3,3804.63,11413.89,Luis Gustavo de Matos dos Santos
4406,2026-03-01,Cliente_49,MG,Joinville,Monitor,Eletrônicos,8,2742.13,21937.04,Luis Gustavo de Matos dos Santos
4407,2025-08-19,Cliente_287,MG,Joinville,Notebook,Eletrônicos,6,1519.69,9118.14,Luis Gustavo de Matos dos Santos
4408,2026-01-13,Cliente_171,SC,Joinville,Teclado,Eletrônicos,1,2912.91,2912.91,Luis Gustavo de Matos dos Santos
4409,2026-02-17,Cliente_207,PR,Joinville,Mouse,Acessórios,2,2917.05,5834.1,Luis Gustavo de Matos dos Santos
4410,2025-08-25,Cliente_204,RS,São Paulo,Teclado,Eletrônicos,10,424.41,4244.1,Luis Gustavo de Matos dos Santos
4411,2025-03-27,Cliente_12,RJ,Rio de Janeiro,Mouse,Eletrônicos,8,378.46,3027.68,Luis Gustavo de Matos dos Santos
4412,2025-05-17,Cliente_283,RS,Joinville,Notebook,Eletrônicos,7,2072.21,14505.47,Luis Gustavo de Matos dos Santos
4413,2026-03-11,Cliente_250,SP,Porto Alegre,Notebook,Acessórios,8,4622.89,36983.12,Luis Gustavo de Matos dos Santos
4414,2026-01-24,Cliente_4,MG,Joinville,Mouse,Eletrônicos,3,2896.09,8688.27,Luis Gustavo de Matos dos Santos
4415,2026-02-19,Cliente_13,MG,Curitiba,Teclado,Acessórios,6,1481.7,8890.2,Luis Gustavo de Matos dos Santos
4416,2025-10-30,Cliente_165,SC,Belo Horizonte,Mouse,Eletrônicos,5,2404.16,12020.8,Luis Gustavo de Matos dos Santos
4417,2025-06-25,Cliente_186,MG,Porto Alegre,Notebook,Acessórios,6,347.47,2084.82,Luis Gustavo de Matos dos Santos
4418,2025-11-09,Cliente_26,SC,Rio de Janeiro,Teclado,Acessórios,10,2340.63,23406.3,Luis Gustavo de Matos dos Santos
4419,2025-08-24,Cliente_192,RJ,São Paulo,Monitor,Acessórios,9,3752.04,33768.36,Luis Gustavo de Matos dos Santos
4420,2025-11-20,Cliente_56,RJ,Rio de Janeiro,Notebook,Acessórios,6,1310.92,7865.52,Luis Gustavo de Matos dos Santos
4421,2025-05-07,Cliente_259,RJ,São Paulo,Headset,Acessórios,1,4323.06,4323.06,Luis Gustavo de Matos dos Santos
4422,2025-11-26,Cliente_67,MG,Porto Alegre,Mouse,Eletrônicos,9,3047.18,27424.62,Luis Gustavo de Matos dos Santos
4423,2025-08-24,Cliente_263,PR,Curitiba,Teclado,Acessórios,7,2103.12,14721.84,Luis Gustavo de Matos dos Santos
4424,2025-08-23,Cliente_129,SP,Curitiba,Mouse,Acessórios,3,3903.98,11711.94,Luis Gustavo de Matos dos Santos
4425,2026-02-05,Cliente_299,RS,Porto Alegre,Monitor,Acessórios,1,3105.57,3105.57,Luis Gustavo de Matos dos Santos
4426,2025-11-10,Cliente_280,SC,São Paulo,Monitor,Acessórios,7,4590.77,32135.39,Luis Gustavo de Matos dos Santos
4427,2025-05-11,Cliente_44,PR,Rio de Janeiro,Headset,Eletrônicos,5,4309.26,21546.3,Luis Gustavo de Matos dos Santos
4428,2025-04-19,Cliente_159,RJ,Curitiba,Headset,Acessórios,5,3552.88,17764.4,Luis Gustavo de Matos dos Santos
4429,2025-03-25,Cliente_22,SC,Joinville,Headset,Eletrônicos,10,319.42,3194.2,Luis Gustavo de Matos dos Santos
4430,2025-12-11,Cliente_37,MG,Porto Alegre,Monitor,Acessórios,2,3541.98,7083.96,Luis Gustavo de Matos dos Santos
4431,2025-06-26,Cliente_47,PR,Belo Horizonte,Monitor,Acessórios,10,81.64,816.4,Luis Gustavo de Matos dos Santos
4432,2026-01-28,Cliente_91,SC,Joinville,Teclado,Acessórios,7,1756.57,12295.99,Luis Gustavo de Matos dos Santos
4433,2025-10-15,Cliente_241,RJ,Porto Alegre,Mouse,Eletrônicos,10,3909.94,39099.4,Luis Gustavo de Matos dos Santos
4434,2025-06-14,Cliente_3,PR,Porto Alegre,Monitor,Acessórios,1,1294.8,1294.8,Luis Gustavo de Matos dos Santos
4435,2026-01-11,Cliente_15,SP,São Paulo,Teclado,Eletrônicos,7,401.81,2812.67,Luis Gustavo de Matos dos Santos
4436,2026-02-26,Cliente_34,PR,Belo Horizonte,Headset,Eletrônicos,9,3966.04,35694.36,Luis Gustavo de Matos dos Santos
4437,2025-05-14,Cliente_246,PR,São Paulo,Headset,Acessórios,2,323.5,647.0,Luis Gustavo de Matos dos Santos
4438,2025-07-27,Cliente_164,SP,São Paulo,Teclado,Acessórios,4,711.4,2845.6,Luis Gustavo de Matos dos Santos
4439,2025-12-06,Cliente_141,SC,Rio de Janeiro,Mouse,Eletrônicos,9,3127.13,28144.17,Luis Gustavo de Matos dos Santos
4440,2025-08-02,Cliente_122,SC,São Paulo,Mouse,Acessórios,10,2758.07,27580.7,Luis Gustavo de Matos dos Santos
4441,2025-09-05,Cliente_113,SC,Joinville,Headset,Eletrônicos,2,3884.43,7768.86,Luis Gustavo de Matos dos Santos
4442,2025-10-04,Cliente_135,RJ,Rio de Janeiro,Teclado,Eletrônicos,2,4798.47,9596.94,Luis Gustavo de Matos dos Santos
4443,2025-11-14,Cliente_115,RJ,Porto Alegre,Monitor,Acessórios,6,3876.45,23258.7,Luis Gustavo de Matos dos Santos
4444,2025-12-10,Cliente_251,SC,Porto Alegre,Notebook,Eletrônicos,9,349.02,3141.18,Luis Gustavo de Matos dos Santos
4445,2025-08-03,Cliente_105,SP,Porto Alegre,Headset,Eletrônicos,5,4259.11,21295.55,Luis Gustavo de Matos dos Santos
4446,2025-12-26,Cliente_143,PR,Rio de Janeiro,Mouse,Eletrônicos,6,1997.77,11986.62,Luis Gustavo de Matos dos Santos
4447,2025-12-17,Cliente_282,SC,Curitiba,Monitor,Acessórios,3,4812.7,14438.1,Luis Gustavo de Matos dos Santos
4448,2026-03-07,Cliente_100,SC,Joinville,Mouse,Eletrônicos,2,1873.05,3746.1,Luis Gustavo de Matos dos Santos
4449,2025-12-15,Cliente_30,RJ,Joinville,Mouse,Acessórios,9,2066.78,18601.02,Luis Gustavo de Matos dos Santos
4450,2025-12-25,Cliente_273,RS,Porto Alegre,Teclado,Acessórios,3,1053.63,3160.89,Luis Gustavo de Matos dos Santos
4451,2025-09-05,Cliente_69,MG,São Paulo,Notebook,Eletrônicos,9,935.24,8417.16,Luis Gustavo de Matos dos Santos
4452,2025-09-10,Cliente_58,SP,Rio de Janeiro,Headset,Eletrônicos,3,1465.81,4397.43,Luis Gustavo de Matos dos Santos
4453,2025-06-07,Cliente_284,RJ,São Paulo,Notebook,Acessórios,7,959.59,6717.13,Luis Gustavo de Matos dos Santos
4454,2025-07-02,Cliente_198,MG,Rio de Janeiro,Headset,Acessórios,3,3991.2,11973.6,Luis Gustavo de Matos dos Santos
4455,2025-10-16,Cliente_181,SC,Joinville,Headset,Acessórios,3,4481.39,13444.17,Luis Gustavo de Matos dos Santos
4456,2025-07-03,Cliente_43,RJ,Curitiba,Teclado,Eletrônicos,9,2662.7,23964.3,Luis Gustavo de Matos dos Santos
4457,2026-01-22,Cliente_160,MG,Belo Horizonte,Mouse,Acessórios,7,2946.91,20628.37,Luis Gustavo de Matos dos Santos
4458,2025-12-23,Cliente_37,RJ,Rio de Janeiro,Monitor,Eletrônicos,10,1823.3,18233.0,Luis Gustavo de Matos dos Santos
4459,2025-08-18,Cliente_125,RJ,Rio de Janeiro,Teclado,Acessórios,1,3597.73,3597.73,Luis Gustavo de Matos dos Santos
4460,2026-01-08,Cliente_82,RS,Porto Alegre,Notebook,Acessórios,3,907.4,2722.2,Luis Gustavo de Matos dos Santos
4461,2025-07-25,Cliente_19,SC,Porto Alegre,Mouse,Eletrônicos,4,1085.06,4340.24,Luis Gustavo de Matos dos Santos
4462,2025-03-19,Cliente_190,PR,Belo Horizonte,Notebook,Acessórios,3,150.01,450.03,Luis Gustavo de Matos dos Santos
4463,2025-04-25,Cliente_252,SC,Porto Alegre,Notebook,Eletrônicos,9,3059.15,27532.35,Luis Gustavo de Matos dos Santos
4464,2025-12-19,Cliente_270,MG,Curitiba,Headset,Eletrônicos,2,1638.15,3276.3,Luis Gustavo de Matos dos Santos
4465,2025-09-14,Cliente_245,PR,Belo Horizonte,Headset,Eletrônicos,2,4076.76,8153.52,Luis Gustavo de Matos dos Santos
4466,2026-03-12,Cliente_18,PR,Belo Horizonte,Monitor,Eletrônicos,2,3260.85,6521.7,Luis Gustavo de Matos dos Santos
4467,2025-11-27,Cliente_151,RS,Belo Horizonte,Notebook,Acessórios,1,4501.37,4501.37,Luis Gustavo de Matos dos Santos
4468,2025-08-01,Cliente_161,RS,Belo Horizonte,Teclado,Eletrônicos,2,3248.35,6496.7,Luis Gustavo de Matos dos Santos
4469,2025-09-27,Cliente_10,RJ,São Paulo,Headset,Acessórios,3,3425.01,10275.03,Luis Gustavo de Matos dos Santos
4470,2025-05-16,Cliente_125,RS,Porto Alegre,Teclado,Acessórios,3,1784.65,5353.95,Luis Gustavo de Matos dos Santos
4471,2026-01-25,Cliente_23,SC,Belo Horizonte,Mouse,Acessórios,6,2531.12,15186.72,Luis Gustavo de Matos dos Santos
4472,2025-11-29,Cliente_153,PR,Rio de Janeiro,Notebook,Acessórios,5,1643.51,8217.55,Luis Gustavo de Matos dos Santos
4473,2026-01-13,Cliente_157,PR,Curitiba,Monitor,Acessórios,4,4429.04,17716.16,Luis Gustavo de Matos dos Santos
4474,2025-11-27,Cliente_60,PR,Joinville,Mouse,Acessórios,10,1439.6,14396.0,Luis Gustavo de Matos dos Santos
4475,2025-07-20,Cliente_55,SP,Belo Horizonte,Teclado,Acessórios,8,2608.87,20870.96,Luis Gustavo de Matos dos Santos
4476,2025-11-28,Cliente_97,SP,Belo Horizonte,Monitor,Eletrônicos,6,2675.65,16053.9,Luis Gustavo de Matos dos Santos
4477,2025-12-01,Cliente_5,SP,Belo Horizonte,Headset,Eletrônicos,9,1927.99,17351.91,Luis Gustavo de Matos dos Santos
4478,2026-02-06,Cliente_267,RS,São Paulo,Headset,Eletrônicos,5,2690.92,13454.6,Luis Gustavo de Matos dos Santos
4479,2026-02-11,Cliente_207,SP,Porto Alegre,Headset,Acessórios,7,1349.69,9447.83,Luis Gustavo de Matos dos Santos
4480,2025-05-09,Cliente_40,MG,São Paulo,Teclado,Eletrônicos,10,241.75,2417.5,Luis Gustavo de Matos dos Santos
4481,2025-09-08,Cliente_86,MG,Porto Alegre,Mouse,Acessórios,5,1119.46,5597.3,Luis Gustavo de Matos dos Santos
4482,2025-08-24,Cliente_131,SC,Rio de Janeiro,Mouse,Acessórios,9,160.24,1442.16,Luis Gustavo de Matos dos Santos
4483,2025-07-24,Cliente_237,RS,Curitiba,Monitor,Acessórios,10,592.14,5921.4,Luis Gustavo de Matos dos Santos
4484,2026-01-11,Cliente_30,MG,Joinville,Headset,Eletrônicos,4,4916.55,19666.2,Luis Gustavo de Matos dos Santos
4485,2025-05-31,Cliente_21,SC,Belo Horizonte,Headset,Eletrônicos,7,2678.58,18750.06,Luis Gustavo de Matos dos Santos
4486,2025-08-16,Cliente_40,MG,Rio de Janeiro,Notebook,Acessórios,4,3576.87,14307.48,Luis Gustavo de Matos dos Santos
4487,2025-04-25,Cliente_208,SP,Porto Alegre,Teclado,Acessórios,2,2422.65,4845.3,Luis Gustavo de Matos dos Santos
4488,2025-06-02,Cliente_198,RJ,Curitiba,Headset,Acessórios,1,1806.29,1806.29,Luis Gustavo de Matos dos Santos
4489,2025-08-06,Cliente_158,RJ,Belo Horizonte,Monitor,Acessórios,3,2289.24,6867.72,Luis Gustavo de Matos dos Santos
4490,2025-07-31,Cliente_263,MG,São Paulo,Teclado,Eletrônicos,2,1400.95,2801.9,Luis Gustavo de Matos dos Santos
4491,2025-09-23,Cliente_153,SP,São Paulo,Mouse,Eletrônicos,1,2912.91,2912.91,Luis Gustavo de Matos dos Santos
4492,2026-03-15,Cliente_213,SC,Belo Horizonte,Monitor,Acessórios,2,1456.79,2913.58,Luis Gustavo de Matos dos Santos
4493,2026-03-03,Cliente_114,RS,Belo Horizonte,Mouse,Eletrônicos,1,3898.21,3898.21,Luis Gustavo de Matos dos Santos
4494,2025-05-26,Cliente_166,RJ,Belo Horizonte,Mouse,Eletrônicos,5,2519.66,12598.3,Luis Gustavo de Matos dos Santos
4495,2025-11-28,Cliente_224,PR,Belo Horizonte,Notebook,Acessórios,9,1997.28,17975.52,Luis Gustavo de Matos dos Santos
4496,2025-03-20,Cliente_189,MG,Joinville,Mouse,Eletrônicos,5,1446.57,7232.85,Luis Gustavo de Matos dos Santos
4497,2025-03-23,Cliente_61,RS,Joinville,Monitor,Acessórios,3,531.52,1594.56,Luis Gustavo de Matos dos Santos
4498,2025-05-22,Cliente_45,PR,São Paulo,Teclado,Eletrônicos,3,3024.61,9073.83,Luis Gustavo de Matos dos Santos
4499,2026-03-03,Cliente_108,SP,Porto Alegre,Headset,Eletrônicos,6,1625.0,9750.0,Luis Gustavo de Matos dos Santos
4500,2025-05-25,Cliente_130,SC,Belo Horizonte,Headset,Acessórios,4,671.85,2687.4,Luis Gustavo de Matos dos Santos
4501,2025-08-29,Cliente_52,SP,São Paulo,Headset,Eletrônicos,3,1534.74,4604.22,Luis Gustavo de Matos dos Santos
4502,2026-03-04,Cliente_146,PR,Rio de Janeiro,Mouse,Eletrônicos,10,2213.74,22137.4,Luis Gustavo de Matos dos Santos
4503,2025-04-25,Cliente_13,RJ,São Paulo,Headset,Eletrônicos,7,2768.99,19382.93,Luis Gustavo de Matos dos Santos
4504,2026-02-01,Cliente_105,RS,Curitiba,Mouse,Acessórios,5,2801.63,14008.15,Luis Gustavo de Matos dos Santos
4505,2025-08-06,Cliente_185,RJ,Joinville,Teclado,Acessórios,7,2907.04,20349.28,Luis Gustavo de Matos dos Santos
4506,2026-02-05,Cliente_286,SP,Curitiba,Monitor,Acessórios,5,2969.98,14849.9,Luis Gustavo de Matos dos Santos
4507,2026-02-03,Cliente_300,PR,Joinville,Notebook,Eletrônicos,6,3382.94,20297.64,Luis Gustavo de Matos dos Santos
4508,2025-12-30,Cliente_216,SC,São Paulo,Teclado,Acessórios,9,3271.23,29441.07,Luis Gustavo de Matos dos Santos
4509,2025-05-19,Cliente_60,RJ,Curitiba,Mouse,Eletrônicos,1,3231.92,3231.92,Luis Gustavo de Matos dos Santos
4510,2025-06-10,Cliente_255,RJ,Joinville,Teclado,Eletrônicos,7,4074.31,28520.17,Luis Gustavo de Matos dos Santos
4511,2025-07-04,Cliente_171,SC,Rio de Janeiro,Headset,Acessórios,2,4049.07,8098.14,Luis Gustavo de Matos dos Santos
4512,2025-09-16,Cliente_221,MG,Curitiba,Monitor,Acessórios,10,129.03,1290.3,Luis Gustavo de Matos dos Santos
4513,2025-07-16,Cliente_162,PR,Curitiba,Mouse,Acessórios,9,922.68,8304.12,Luis Gustavo de Matos dos Santos
4514,2025-09-10,Cliente_79,RJ,Curitiba,Mouse,Eletrônicos,1,2526.85,2526.85,Luis Gustavo de Matos dos Santos
4515,2025-12-19,Cliente_134,PR,Curitiba,Monitor,Acessórios,3,2016.1,6048.3,Luis Gustavo de Matos dos Santos
4516,2025-09-03,Cliente_181,RJ,São Paulo,Mouse,Eletrônicos,9,105.37,948.33,Luis Gustavo de Matos dos Santos
4517,2025-04-19,Cliente_138,SP,São Paulo,Monitor,Acessórios,1,1438.9,1438.9,Luis Gustavo de Matos dos Santos
4518,2025-10-16,Cliente_136,RS,Belo Horizonte,Mouse,Acessórios,6,1955.74,11734.44,Luis Gustavo de Matos dos Santos
4519,2025-11-24,Cliente_182,SC,Belo Horizonte,Monitor,Eletrônicos,1,3806.02,3806.02,Luis Gustavo de Matos dos Santos
4520,2025-07-07,Cliente_133,SP,Porto Alegre,Monitor,Eletrônicos,3,108.86,326.58,Luis Gustavo de Matos dos Santos
4521,2026-02-07,Cliente_18,RS,Porto Alegre,Notebook,Eletrônicos,8,4014.89,32119.12,Luis Gustavo de Matos dos Santos
4522,2025-12-26,Cliente_143,PR,São Paulo,Notebook,Acessórios,5,619.51,3097.55,Luis Gustavo de Matos dos Santos
4523,2025-10-23,Cliente_136,RJ,Porto Alegre,Mouse,Eletrônicos,3,3772.25,11316.75,Luis Gustavo de Matos dos Santos
4524,2025-10-08,Cliente_61,SP,Belo Horizonte,Headset,Acessórios,6,2562.76,15376.56,Luis Gustavo de Matos dos Santos
4525,2025-07-28,Cliente_27,SP,Curitiba,Teclado,Acessórios,9,3388.43,30495.87,Luis Gustavo de Matos dos Santos
4526,2025-04-05,Cliente_92,RS,São Paulo,Teclado,Acessórios,7,638.94,4472.58,Luis Gustavo de Matos dos Santos
4527,2025-08-08,Cliente_68,PR,Curitiba,Notebook,Eletrônicos,1,3673.97,3673.97,Luis Gustavo de Matos dos Santos
4528,2025-05-01,Cliente_101,RJ,Belo Horizonte,Notebook,Eletrônicos,5,1878.7,9393.5,Luis Gustavo de Matos dos Santos
4529,2026-01-25,Cliente_138,SC,Rio de Janeiro,Headset,Acessórios,8,4250.38,34003.04,Luis Gustavo de Matos dos Santos
4530,2025-03-26,Cliente_18,MG,São Paulo,Monitor,Acessórios,8,114.37,914.96,Luis Gustavo de Matos dos Santos
4531,2025-03-25,Cliente_68,MG,Belo Horizonte,Notebook,Acessórios,1,4022.75,4022.75,Luis Gustavo de Matos dos Santos
4532,2025-06-14,Cliente_294,SP,Rio de Janeiro,Notebook,Eletrônicos,9,2939.62,26456.58,Luis Gustavo de Matos dos Santos
4533,2025-11-27,Cliente_296,RJ,Belo Horizonte,Teclado,Acessórios,8,1545.18,12361.44,Luis Gustavo de Matos dos Santos
4534,2025-11-17,Cliente_8,PR,Porto Alegre,Headset,Eletrônicos,9,3822.97,34406.73,Luis Gustavo de Matos dos Santos
4535,2025-12-27,Cliente_41,PR,Rio de Janeiro,Headset,Eletrônicos,1,4031.36,4031.36,Luis Gustavo de Matos dos Santos
4536,2025-08-20,Cliente_46,SP,São Paulo,Monitor,Eletrônicos,5,1730.3,8651.5,Luis Gustavo de Matos dos Santos
4537,2025-10-06,Cliente_35,PR,São Paulo,Monitor,Acessórios,2,2837.06,5674.12,Luis Gustavo de Matos dos Santos
4538,2025-11-03,Cliente_280,PR,Porto Alegre,Teclado,Eletrônicos,2,1909.56,3819.12,Luis Gustavo de Matos dos Santos
4539,2025-04-09,Cliente_253,MG,Joinville,Headset,Acessórios,2,963.5,1927.0,Luis Gustavo de Matos dos Santos
4540,2025-03-29,Cliente_95,SP,Porto Alegre,Teclado,Acessórios,3,460.42,1381.26,Luis Gustavo de Matos dos Santos
4541,2025-06-22,Cliente_94,PR,Rio de Janeiro,Teclado,Acessórios,8,2879.11,23032.88,Luis Gustavo de Matos dos Santos
4542,2026-01-10,Cliente_75,RJ,Belo Horizonte,Notebook,Acessórios,9,2248.23,20234.07,Luis Gustavo de Matos dos Santos
4543,2025-08-27,Cliente_28,RJ,São Paulo,Teclado,Acessórios,6,226.38,1358.28,Luis Gustavo de Matos dos Santos
4544,2025-06-18,Cliente_95,RS,São Paulo,Mouse,Acessórios,2,1510.78,3021.56,Luis Gustavo de Matos dos Santos
4545,2025-06-22,Cliente_56,MG,São Paulo,Mouse,Eletrônicos,6,4994.2,29965.2,Luis Gustavo de Matos dos Santos
4546,2025-09-11,Cliente_67,PR,Rio de Janeiro,Monitor,Acessórios,8,3227.2,25817.6,Luis Gustavo de Matos dos Santos
4547,2025-06-09,Cliente_294,RS,Joinville,Teclado,Acessórios,7,1836.68,12856.76,Luis Gustavo de Matos dos Santos
4548,2025-08-02,Cliente_178,RJ,Porto Alegre,Mouse,Acessórios,1,2219.23,2219.23,Luis Gustavo de Matos dos Santos
4549,2025-10-11,Cliente_13,SP,São Paulo,Mouse,Eletrônicos,6,2740.3,16441.8,Luis Gustavo de Matos dos Santos
4550,2025-04-14,Cliente_215,PR,Joinville,Mouse,Acessórios,9,209.05,1881.45,Luis Gustavo de Matos dos Santos
4551,2025-11-01,Cliente_29,PR,Belo Horizonte,Mouse,Acessórios,9,3141.78,28276.02,Luis Gustavo de Matos dos Santos
4552,2025-05-25,Cliente_84,SC,São Paulo,Monitor,Eletrônicos,1,3256.08,3256.08,Luis Gustavo de Matos dos Santos
4553,2025-10-02,Cliente_266,RS,Joinville,Headset,Acessórios,6,3989.63,23937.78,Luis Gustavo de Matos dos Santos
4554,2026-02-24,Cliente_115,SP,Joinville,Notebook,Acessórios,4,1860.96,7443.84,Luis Gustavo de Matos dos Santos
4555,2025-08-11,Cliente_104,SP,Belo Horizonte,Headset,Acessórios,4,63.5,254.0,Luis Gustavo de Matos dos Santos
4556,2025-11-21,Cliente_205,SC,Curitiba,Headset,Eletrônicos,4,1569.57,6278.28,Luis Gustavo de Matos dos Santos
4557,2026-02-10,Cliente_169,MG,São Paulo,Teclado,Eletrônicos,8,1025.01,8200.08,Luis Gustavo de Matos dos Santos
4558,2025-08-28,Cliente_96,SC,Porto Alegre,Notebook,Acessórios,5,1243.94,6219.7,Luis Gustavo de Matos dos Santos
4559,2025-04-26,Cliente_204,SC,Porto Alegre,Headset,Eletrônicos,1,4888.14,4888.14,Luis Gustavo de Matos dos Santos
4560,2026-02-16,Cliente_208,RJ,Rio de Janeiro,Monitor,Eletrônicos,5,4706.71,23533.55,Luis Gustavo de Matos dos Santos
4561,2025-06-30,Cliente_5,SC,Joinville,Mouse,Eletrônicos,5,4547.21,22736.05,Luis Gustavo de Matos dos Santos
4562,2025-08-23,Cliente_266,SP,Porto Alegre,Teclado,Acessórios,7,3228.29,22598.03,Luis Gustavo de Matos dos Santos
4563,2025-10-12,Cliente_280,PR,Joinville,Notebook,Eletrônicos,2,2983.28,5966.56,Luis Gustavo de Matos dos Santos
4564,2025-07-19,Cliente_175,MG,Rio de Janeiro,Mouse,Acessórios,10,4787.41,47874.1,Luis Gustavo de Matos dos Santos
4565,2025-10-16,Cliente_171,RS,Curitiba,Monitor,Eletrônicos,2,4273.41,8546.82,Luis Gustavo de Matos dos Santos
4566,2025-09-16,Cliente_172,PR,Belo Horizonte,Headset,Eletrônicos,5,4317.97,21589.85,Luis Gustavo de Matos dos Santos
4567,2026-01-19,Cliente_204,SP,São Paulo,Mouse,Acessórios,7,1206.84,8447.88,Luis Gustavo de Matos dos Santos
4568,2025-06-12,Cliente_163,RS,Porto Alegre,Notebook,Acessórios,7,4120.67,28844.69,Luis Gustavo de Matos dos Santos
4569,2026-02-10,Cliente_223,RJ,São Paulo,Notebook,Eletrônicos,10,4998.01,49980.1,Luis Gustavo de Matos dos Santos
4570,2025-07-03,Cliente_121,MG,Joinville,Mouse,Eletrônicos,2,1113.44,2226.88,Luis Gustavo de Matos dos Santos
4571,2025-11-06,Cliente_212,RJ,São Paulo,Headset,Eletrônicos,5,1120.59,5602.95,Luis Gustavo de Matos dos Santos
4572,2025-11-29,Cliente_266,PR,Belo Horizonte,Mouse,Acessórios,3,4924.49,14773.47,Luis Gustavo de Matos dos Santos
4573,2025-07-19,Cliente_136,RS,Curitiba,Teclado,Eletrônicos,7,1712.17,11985.19,Luis Gustavo de Matos dos Santos
4574,2025-04-19,Cliente_177,PR,Rio de Janeiro,Headset,Acessórios,2,1581.84,3163.68,Luis Gustavo de Matos dos Santos
4575,2026-03-11,Cliente_253,SC,São Paulo,Headset,Eletrônicos,4,680.44,2721.76,Luis Gustavo de Matos dos Santos
4576,2026-02-03,Cliente_230,RS,São Paulo,Notebook,Acessórios,7,886.89,6208.23,Luis Gustavo de Matos dos Santos
4577,2025-11-18,Cliente_110,SC,Rio de Janeiro,Notebook,Acessórios,2,4435.21,8870.42,Luis Gustavo de Matos dos Santos
4578,2025-10-05,Cliente_92,MG,Belo Horizonte,Notebook,Acessórios,6,989.58,5937.48,Luis Gustavo de Matos dos Santos
4579,2025-10-09,Cliente_30,SC,Rio de Janeiro,Teclado,Eletrônicos,5,4016.05,20080.25,Luis Gustavo de Matos dos Santos
4580,2025-06-20,Cliente_266,MG,Joinville,Notebook,Eletrônicos,10,789.85,7898.5,Luis Gustavo de Matos dos Santos
4581,2025-08-18,Cliente_6,PR,Joinville,Monitor,Eletrônicos,1,672.74,672.74,Luis Gustavo de Matos dos Santos
4582,2026-03-07,Cliente_79,RS,Rio de Janeiro,Headset,Acessórios,7,3577.18,25040.26,Luis Gustavo de Matos dos Santos
4583,2025-10-11,Cliente_41,SP,Joinville,Headset,Eletrônicos,2,1258.01,2516.02,Luis Gustavo de Matos dos Santos
4584,2025-08-31,Cliente_205,RS,Belo Horizonte,Notebook,Acessórios,5,4236.94,21184.7,Luis Gustavo de Matos dos Santos
4585,2026-02-28,Cliente_141,MG,Porto Alegre,Teclado,Acessórios,2,3427.11,6854.22,Luis Gustavo de Matos dos Santos
4586,2025-12-21,Cliente_61,RJ,Porto Alegre,Monitor,Eletrônicos,2,3481.18,6962.36,Luis Gustavo de Matos dos Santos
4587,2025-10-14,Cliente_299,MG,São Paulo,Teclado,Eletrônicos,2,2616.29,5232.58,Luis Gustavo de Matos dos Santos
4588,2025-04-22,Cliente_49,SP,São Paulo,Monitor,Eletrônicos,6,1432.24,8593.44,Luis Gustavo de Matos dos Santos
4589,2025-12-25,Cliente_87,MG,Porto Alegre,Mouse,Eletrônicos,2,2636.42,5272.84,Luis Gustavo de Matos dos Santos
4590,2026-02-27,Cliente_144,SP,Rio de Janeiro,Teclado,Acessórios,8,4744.08,37952.64,Luis Gustavo de Matos dos Santos
