investimento_marketing,preco_medicamento,mes,demanda
48098,933,7,346
43899,788,9,256
1132,264,5,100
48752,168,5,28
4385,815,12,360
37538,387,7,99
36036,35,5,67
34743,195,10,18
41373,559,12,158
8213,425,12,155
45223,486,4,136
27119,899,1,393
3835,148,6,59
3738,242,9,95
43317,903,4,350
5134,263,10,85
26892,445,11,148
40601,373,4,100
9353,769,5,356
16690,763,6,340
2909,345,3,178
26703,623,9,244
15496,22,1,23
13062,498,11,184
10850,995,6,465
28701,100,6,30
35731,63,8,65
6153,174,5,53
11481,966,9,417
34734,555,9,190
1889,935,12,433
20445,947,2,439
7461,118,5,14
39934,416,12,96
29205,899,7,368
24351,190,2,34
17006,167,7,14
45149,142,9,31
11940,131,8,8
12258,149,10,39
25485,87,9,23
24763,878,4,380
41048,847,8,318
2067,748,9,328
21607,919,10,386
44883,911,12,330
10018,627,2,286
49521,676,10,198
47946,916,3,360
16187,564,1,263
38375,305,1,72
4985,24,10,29
44052,137,6,36
20563,671,1,275
48322,249,5,4
38306,179,6,14
19608,313,9,95
40139,780,6,287
2726,804,4,380
27582,205,1,33
6791,896,6,401
9458,571,7,242
18221,243,5,64
49506,171,6,18
21968,159,10,12
18070,386,8,138
28937,147,1,27
42831,370,8,68
43933,166,12,42
48307,304,11,4
49340,488,2,133
38415,237,2,32
43770,455,8,100
21802,751,2,333
44601,164,8,13
11420,860,5,383
7642,296,9,102
20775,773,9,319
29754,79,8,39
44310,629,9,206
5357,862,7,399
22263,394,8,126
49367,423,6,88
14201,900,9,409
3739,712,2,331
14231,133,3,31
43278,514,2,164
43495,634,6,219
22168,355,3,120
33624,850,11,306
11635,588,1,260
10964,304,4,122
28785,148,5,19
30510,911,12,365
18261,997,11,434
20254,334,4,110
12392,979,6,453
13336,617,3,281
12939,731,10,313
28412,90,6,29
17676,364,10,120
10843,117,1,38
46591,319,6,62
26112,195,8,17
31598,764,10,299
36454,903,8,345
34001,94,1,35
28228,162,7,16
15429,950,10,397
19758,42,10,60
3272,200,12,56
18350,64,4,7
23538,488,12,187
4400,111,6,29
16371,288,6,92
38310,53,5,74
37291,697,10,264
19147,601,9,225
4291,383,11,139
36256,727,10,257
11892,152,8,42
35326,778,12,285
38458,401,6,117
39889,699,4,271
45966,985,4,400
38207,296,9,42
41288,175,12,23
26995,406,4,139
6409,554,7,237
43438,219,6,5
45874,294,2,53
45702,520,5,155
30823,478,3,152
8869,69,9,23
36724,989,10,416
23401,717,1,314
26958,551,10,191
11766,647,4,267
20768,111,4,4
31794,880,9,353
27145,475,1,183
11086,358,2,152
44203,72,1,58
27442,515,1,196
17412,654,12,258
26596,872,1,361
11255,869,3,403
43406,796,11,267
41524,23,4,84
24332,700,10,276
45624,300,2,48
16764,309,1,142
28563,92,5,25
23139,156,6,43
37370,869,2,366
6062,787,3,380
45645,990,10,374
8244,672,3,307
7372,412,2,202
40873,227,4,25
20965,279,5,86
45997,949,8,338
17956,282,6,88
41473,802,9,304
14894,524,3,215
46048,569,10,165
34382,222,9,8
5050,755,11,324
17709,366,11,123
16722,71,4,6
16210,612,8,253
37545,375,10,74
39674,742,7,254
35489,538,7,160
18733,382,9,129
21080,64,10,56
37664,846,2,338
40709,397,5,106
47232,808,3,308
39014,431,7,112
42152,790,3,286
28250,161,5,3
21229,277,5,89
49137,816,2,300
17475,933,11,407
47412,56,1,72
44876,960,12,350
30011,64,6,49
9128,939,1,438
33450,651,9,239
19897,65,10,51
9168,671,5,306
7861,584,1,285
42758,320,12,28
14750,307,8,95
17988,805,1,354
3979,288,4,123
24524,919,7,411
8065,810,4,385
38684,81,12,74
24184,585,5,230
34365,989,7,387
24704,970,4,432
6622,600,5,263
19261,261,7,65
45932,955,1,407
29419,801,12,306
35467,783,3,310
26605,373,1,117
30171,815,3,355
23164,987,11,406
47197,995,2,393
14796,882,5,383
37854,90,10,54
32320,854,5,340
1665,432,10,194
33694,631,9,200
25230,80,8,30
23995,634,3,275
27784,471,1,186
15605,412,5,150
18463,650,11,255
9419,548,3,236
48952,324,5,33
34837,210,9,1
6263,743,11,317
49877,97,1,44
41719,577,1,210
46687,624,9,203
35131,908,3,374
38276,544,12,140
35523,759,10,281
1519,320,5,124
32106,968,9,409
45504,36,11,101
11514,834,5,388
48456,593,12,159
8233,453,12,170
2102,62,3,34
1597,87,9,22
47715,399,12,57
20657,231,7,44
46009,222,12,9
39549,745,12,265
44565,128,7,45
7256,987,8,464
44148,303,11,26
30401,960,5,406
42548,956,2,377
7554,625,11,267
13664,244,9,59
43367,756,3,287
49279,770,11,258
25386,137,2,12
5846,951,10,449
27205,622,10,227
26570,359,5,100
31255,820,8,335
22182,300,3,87
40373,510,6,155
44019,38,9,98
17043,194,2,53
46532,488,8,130
36754,637,10,211
1400,820,7,389
20239,779,3,346
11416,854,1,389
4412,161,6,66
17440,482,2,205
25406,948,3,406
2875,317,12,126
38066,489,5,155
37536,724,11,268
6752,882,8,408
22217,834,2,381
13489,822,6,373
2353,392,1,187
27986,487,7,167
22371,947,4,406
40365,970,1,394
15691,457,9,174
5311,863,9,384
49075,966,11,353
11794,739,3,344
3934,462,6,217
17406,475,7,167
11394,267,4,86
27872,161,6,9
42708,421,9,99
42093,915,10,346
21800,842,6,378
44397,241,7,12
38909,756,6,304
22352,885,7,389
37439,203,1,24
29312,383,6,107
41060,836,12,317
16438,207,9,45
24385,132,11,15
45999,200,3,1
19482,218,6,49
33471,921,4,374
48279,89,7,73
44877,617,7,182
42212,923,9,352
49373,504,4,151
14026,418,8,139
43089,941,8,336
20648,570,8,214
6435,662,8,317
9493,972,6,446
7691,29,8,18
3763,22,6,29
21389,497,10,176
32498,833,2,352
37009,681,3,254
36825,86,6,62
17934,724,7,313
6574,116,4,25
39179,550,1,213
2587,337,4,152
43782,117,6,33
39688,76,8,57
12688,882,12,368
5409,126,4,44
6783,107,10,17
34480,991,1,412
27751,672,5,260
39174,675,7,257
13041,931,6,422
24227,390,3,137
36201,394,7,96
37069,71,4,48
17654,743,5,302
27370,60,11,61
30482,835,7,351
12586,110,2,28
6322,58,4,7
14932,32,4,23
30299,919,6,380
26179,627,12,225
6257,640,11,299
47501,123,7,50
47136,885,4,341
10777,762,10,313
12249,62,1,10
22390,228,1,78
21369,619,5,267
13881,624,1,274
10587,705,3,322
29264,495,9,160
9791,657,3,312
42473,128,3,29
23375,578,9,222
23611,233,5,66
43026,623,12,193
8833,712,8,316
48013,428,10,100
16754,572,9,229
43048,790,12,280
13577,652,6,283
32095,96,7,33
22248,114,7,25
36282,288,7,48
37737,380,4,107
32891,549,2,193
25124,824,2,377
5566,702,7,313
3196,181,10,52
32115,484,7,154
20859,842,10,355
12345,583,7,237
35077,567,8,186
1864,969,3,463
13055,206,11,53
39157,901,5,346
20747,779,6,335
45484,71,8,65
12978,507,8,185
25599,550,10,186
36771,415,3,106
47942,111,12,76
47540,670,4,218
18615,835,6,350
41727,376,4,96
45748,751,10,270
40349,630,4,218
30377,767,5,305
31031,738,10,274
43733,163,7,27
12760,218,12,53
48690,834,2,320
34714,342,2,89
26762,818,12,350
35332,351,10,92
41100,283,9,51
5944,236,4,114
49825,720,5,247
14877,575,3,243
30990,453,2,153
43907,822,10,305
35076,479,8,162
4258,720,4,338
32629,522,12,155
38579,488,1,158
23958,970,6,433
40465,725,6,255
21317,801,2,350
16775,385,2,163
12039,791,8,354
30097,932,11,382
35207,258,7,46
23553,643,2,257
45402,600,10,174
1055,939,1,475
24161,580,11,213
33873,842,8,323
36969,986,10,409
16184,682,2,297
1669,770,5,347
13663,868,6,386
26318,415,10,127
34734,414,1,150
17691,646,2,305
19522,94,10,17
12656,117,4,16
16893,402,2,163
46857,642,11,182
17493,888,6,387
4632,389,4,181
31336,304,11,44
24112,275,3,74
39452,849,6,343
14266,328,9,118
17940,648,8,269
25003,195,2,24
33872,247,3,39
35815,366,2,116
31869,637,10,193
18257,361,7,115
17682,915,9,407
20622,981,1,449
31408,258,11,38
9837,631,3,295
16407,707,6,290
30309,369,4,113
7382,974,10,433
28654,474,10,151
19895,460,1,191
34551,780,9,300
22376,607,7,238
1370,534,11,239
49676,100,12,85
1486,380,7,172
24762,307,12,81
27613,27,1,41
48268,106,9,53
4196,305,12,95
43320,418,12,81
30401,93,8,34
36029,458,11,142
11813,142,12,11
42916,396,10,80
9572,825,12,353
48776,162,5,24
29225,177,4,16
46853,449,1,109
33275,467,9,145
7843,429,8,164
2105,390,2,185
44209,128,4,35
32639,865,4,354
43487,726,7,260
19051,55,3,21
29708,109,8,39
36459,993,11,382
12864,434,7,159
35764,993,10,401
2425,315,12,116
7849,861,12,357
37015,732,4,290
19976,65,9,33
35258,507,6,177
48078,638,3,213
32113,189,7,1
16401,165,6,15
13884,887,8,402
19824,439,5,173
38563,991,6,385
35414,709,1,311
17142,592,8,244
48074,955,1,369
6956,22,3,5
14928,613,12,251
10721,282,2,101
12157,818,6,387
36135,340,8,94
7696,626,8,265
28862,595,7,203
6190,265,7,85
5663,608,8,295
40830,496,5,137
5331,278,3,119
45648,112,2,33
29549,822,3,352
17246,802,11,327
26761,552,11,185
4262,593,3,265
47088,358,12,55
8036,943,7,439
23322,279,1,82
20131,256,7,75
5677,160,6,42
8972,994,11,457
16329,966,10,400
38032,963,2,380
36901,698,10,253
45380,499,1,155
21493,598,9,228
19595,369,2,141
22923,589,4,247
47926,743,9,248
10735,149,9,41
35457,556,12,156
43531,30,11,121
8727,276,1,104
8764,835,2,380
46771,388,2,87
28599,963,12,397
1818,413,2,210
48207,612,8,196
48845,817,8,282
38289,438,10,126
34892,901,12,343
6660,38,8,24
30521,129,12,31
39409,456,4,137
35470,524,8,141
19385,53,7,33
24296,307,8,77
24616,863,1,368
27382,274,3,64
12139,657,10,266
33060,740,6,283
23419,153,1,24
28785,518,4,208
16702,416,9,130
30217,506,7,177
40291,617,1,216
13397,606,12,243
41879,979,6,357
36169,666,6,251
27940,832,12,300
43249,704,2,261
29341,232,6,32
11067,852,10,374
47144,369,2,68
14824,38,8,36
14444,138,7,16
46647,834,6,305
49880,321,10,25
34307,304,6,75
11974,246,9,94
47614,526,9,136
39383,520,10,130
30290,231,10,29
17016,375,2,140
33112,720,3,300
29513,506,10,170
3956,340,7,141
9077,682,11,290
37490,242,10,5
45827,659,12,220
38855,779,9,286
44106,582,12,173
35938,210,6,24
37159,519,11,159
40710,514,1,170
19000,256,11,56
14806,41,7,28
48560,641,11,204
13809,346,1,145
15855,564,5,224
42876,146,9,23
30388,384,10,108
7458,887,11,407
36524,63,10,61
7853,538,9,229
41477,147,1,6
33222,622,6,235
19320,149,3,27
29618,548,12,194
46615,340,9,30
18352,205,12,35
8297,641,3,299
28940,817,2,348
4203,367,8,161
40267,500,3,148
38941,941,5,375
18273,694,12,300
26368,978,6,431
12650,606,12,248
31984,730,10,265
42941,943,10,344
8382,940,1,452
1801,976,7,448
42002,380,11,65
47665,306,7,15
48965,201,5,7
20733,470,9,171
10969,116,11,1
36969,582,2,218
17733,333,5,108
33449,565,2,222
27143,974,2,442
26705,40,12,69
29363,715,11,251
31720,824,9,317
10972,595,7,246
34351,516,4,161
46487,422,11,81
37145,143,8,23
23412,632,11,222
25078,138,11,24
23580,872,4,384
15855,609,1,278
37169,989,12,385
47404,712,10,222
20569,730,3,325
49506,496,10,118
26738,978,12,390
7772,891,1,429
25874,721,2,300
20731,859,2,377
11131,122,7,10
1788,352,4,160
17184,897,10,385
31897,806,12,293
3889,478,9,230
10569,149,2,39
22657,772,9,308
11141,153,6,21
20656,176,10,11
22618,444,8,163
12934,454,7,179
43537,408,11,94
24286,956,8,394
8612,337,9,149
33069,689,12,258
17205,524,8,216
28331,890,6,387
14934,209,8,54
11095,631,8,274
26958,430,2,147
38008,965,2,420
19706,997,11,431
44516,71,1,59
39066,580,10,191
32472,465,2,178
35629,631,7,216
47910,463,11,97
24004,401,3,165
21431,782,4,340
41088,393,4,108
45135,995,4,377
39015,585,2,227
35502,394,11,97
32385,408,6,114
5663,668,1,321
39677,693,12,220
13818,885,5,420
23686,823,2,371
24977,498,9,175
41931,423,2,117
19454,612,6,249
14358,487,4,197
7668,751,6,346
46784,616,2,222
41769,524,12,137
10921,102,2,38
35959,338,12,71
33328,86,7,31
9859,433,3,186
24970,472,3,178
9872,765,7,353
20230,217,8,52
27708,278,7,66
19847,708,3,299
28105,317,3,93
5922,299,7,114
5392,319,3,135
14541,148,2,39
20551,517,7,194
20381,902,3,403
48783,457,5,101
36995,711,7,255
23948,311,2,83
27728,226,8,21
3024,313,2,146
17713,959,4,434
3486,869,4,432
2155,706,8,336
11082,48,11,41
38245,198,1,10
19569,60,12,25
8086,489,9,188
3317,211,6,69
37389,363,4,84
5491,768,6,350
16916,835,6,361
16248,992,9,438
3511,756,11,344
25226,645,12,225
26025,297,4,87
43314,374,8,115
49380,548,1,166
8848,105,6,27
15274,920,5,413
31958,336,3,78
36233,876,4,333
17304,921,8,395
49437,712,11,211
12294,356,11,113
27425,882,10,348
4175,164,11,31
41617,334,2,88
46241,244,8,18
28775,442,7,132
10425,73,1,10
27013,913,2,395
28928,963,7,407
45990,952,11,355
42212,835,11,288
9210,87,3,25
3759,638,2,305
17091,353,1,147
1002,96,7,41
41958,558,3,185
31160,875,6,350
21707,174,10,24
16248,91,8,4
6773,520,6,240
13786,466,7,183
16037,711,11,295
2885,578,6,286
40828,773,7,287
17331,378,5,129
41612,296,9,26
23495,902,3,383
14450,332,6,129
10491,124,9,26
10268,990,1,478
28757,114,5,25
42907,238,4,12
7791,701,9,308
40939,897,11,322
29314,963,11,384
29583,814,1,350
22550,147,4,20
1093,219,1,117
36755,948,3,393
46615,351,4,76
10967,566,1,268
17218,885,5,400
44220,675,6,216
9627,311,1,138
5947,85,10,15
40419,991,11,381
24178,750,10,299
29876,587,12,193
23908,676,12,278
36912,423,4,105
20971,744,4,309
33584,625,1,240
9959,637,2,284
29261,615,11,215
42065,667,10,225
40462,165,5,13
16835,780,2,355
20257,549,3,234
4346,421,9,179
31807,144,5,9
31418,533,1,197
12340,351,5,122
34012,499,3,176
36393,731,1,297
37617,966,3,411
10597,669,11,276
26557,734,6,281
8737,417,10,165
47792,813,5,302
45768,834,12,281
42101,49,12,85
18276,75,1,18
8310,650,11,276
36167,957,2,396
38408,151,5,17
20344,250,9,82
11391,414,11,152
11892,171,12,30
12197,521,12,196
14050,982,5,436
37142,952,5,382
46679,525,1,173
42615,405,5,86
48553,927,8,342
44728,552,9,147
14535,984,10,424
42002,986,3,410
44271,467,4,122
6122,599,7,258
10852,145,7,29
6387,574,1,276
32759,713,11,250
41399,508,6,143
40994,631,12,202
38876,910,9,344
35878,465,5,149
34725,489,8,157
8146,368,11,130
1560,527,10,222
2312,476,11,195
19205,927,9,399
12595,771,10,342
23030,404,10,129
22329,731,3,308
39142,948,1,371
3651,467,2,230
11006,647,5,288
43701,134,10,49
49940,471,7,137
36645,673,11,236
22966,138,6,17
28846,112,4,10
22774,929,9,377
5083,540,12,217
34513,604,11,198
9749,557,4,228
31783,452,3,139
18325,770,11,323
19680,893,5,410
18323,164,4,57
23684,87,2,1
35493,719,3,285
13213,897,7,386
32831,150,12,39
43296,752,2,274
47930,300,1,56
28713,808,2,342
42621,671,12,218
8187,585,8,230
33800,532,8,181
33583,659,12,234
48661,20,10,123
15408,704,2,325
23369,961,6,410
48928,451,11,92
4414,410,12,168
20510,285,11,72
13120,418,11,158
35311,827,7,312
34039,275,1,68
6295,414,7,176
21460,971,12,398
15963,193,11,25
12580,64,8,20
23286,874,9,353
28328,160,8,1
20093,558,3,239
22605,764,8,311
46365,740,3,269
45813,69,6,89
47371,80,4,64
43705,262,7,7
48598,288,8,35
7722,159,10,36
41969,176,6,11
37912,616,10,205
39374,615,4,205
7766,295,8,113
16928,50,7,40
22274,27,10,60
35416,811,8,312
21612,734,10,307
35898,954,7,372
48160,52,3,95
30047,829,3,358
44356,674,9,205
38134,471,7,153
2506,468,12,195
16222,947,1,439
13363,926,3,430
20613,881,11,355
45563,56,1,74
31628,678,6,275
43626,966,2,375
46384,759,7,249
5136,53,8,15
47246,474,6,128
12161,463,5,190
36457,256,10,28
24574,231,4,45
27902,840,9,355
3810,159,8,44
12663,721,5,309
7152,627,1,299
1012,725,8,331
12162,380,8,159
23322,323,7,103
8999,315,7,115
8219,171,8,41
6328,965,1,473
4621,242,12,73
25256,215,3,49
45433,619,4,225
12314,318,11,104
1652,548,6,245
17182,507,10,176
42580,230,12,4
37558,251,10,17
16659,889,9,382
35413,714,4,269
11435,693,6,312
29067,386,9,109
23258,500,9,171
29287,601,6,220
4688,591,5,265
8689,198,3,65
2379,503,5,230
38011,608,3,216
44005,514,5,160
28624,988,10,398
26964,566,10,210
23891,949,1,418
39379,35,6,81
13516,485,7,202
14886,421,2,181
21307,313,3,103
25843,190,10,16
47484,51,9,92
6912,282,8,99
22514,234,4,77
22823,577,11,209
29797,208,12,12
7449,805,8,376
2725,602,11,266
16870,827,8,369
10304,619,6,259
8522,865,1,405
14663,965,2,439
5784,280,4,111
10472,201,4,89
29952,524,2,208
11055,361,9,122
30508,973,2,400
13676,41,6,29
26192,93,5,35
25722,621,4,255
8446,866,6,404
5725,185,4,62
21061,253,9,65
48537,394,11,83
23671,452,10,141
2409,660,7,311
9205,353,3,168
17365,823,12,329
1256,626,10,275
16704,559,4,227
30902,885,1,370
36758,54,6,74
2195,463,2,216
35012,250,4,58
12415,337,5,140
40534,362,12,54
22686,449,8,149
12662,895,3,414
49978,998,6,398
29743,656,1,274
33161,485,9,152
44081,98,12,68
3402,912,1,457
14275,592,2,258
29182,468,1,158
15915,748,8,312
1909,301,4,139
49574,694,2,243
1372,76,7,8
23620,994,8,432
35112,210,9,6
9515,663,5,301
3431,482,3,229
22054,61,1,1
33624,505,8,161
11585,192,6,51
49230,698,5,227
32958,269,7,65
2695,529,5,235
35675,521,11,149
34787,212,4,10
45225,809,5,303
2403,926,12,422
18810,769,11,324
9855,761,7,340
39636,184,11,17
11839,774,6,344
1010,109,10,23
40098,710,10,237
48829,77,12,93
10230,992,11,430
41232,282,9,56
48514,667,10,194
36771,769,2,319
30256,838,7,329
26651,262,1,68
33383,682,8,261
40963,877,4,332
14662,895,8,406
14739,778,8,349
49356,238,4,13
2789,28,4,0
20420,449,5,175
24761,825,7,341
41366,898,6,345
38606,32,1,63
39640,794,6,311
45135,926,3,372
38067,989,9,370
18357,244,3,87
40851,762,9,282
39262,709,5,276
12317,778,12,319
22534,86,10,42
26734,828,8,333
36897,688,9,230
33872,696,9,260
41201,522,7,169
8689,203,10,51
4567,227,1,97
21732,547,8,204
21774,319,7,98
24195,837,4,348
38412,260,6,36
48734,474,10,107
45098,994,2,401
23257,761,4,327
5394,921,8,436
37302,549,4,184
23228,678,10,284
13388,263,4,99
12319,582,4,259
7475,981,12,452
32555,790,10,303
19158,257,9,59
15728,265,11,67
45774,364,2,90
30545,503,7,163
32100,329,3,89
17150,580,12,231
34214,303,4,79
33876,57,1,28
4239,815,12,367
39699,51,3,56
37821,262,2,52
31615,572,10,173
14746,311,7,121
21921,634,6,274
23745,311,1,90
2245,638,11,276
47607,777,12,248
25853,401,8,128
28632,618,9,218
13856,597,1,269
6105,157,5,43
36690,857,7,324
3513,219,2,87
3801,354,6,158
33345,624,8,220
14895,466,8,189
40749,367,10,66
9221,297,10,97
7038,551,8,253
33031,820,12,303
16082,418,12,136
15648,410,6,150
1364,621,6,289
35568,581,11,181
15110,29,3,28
6958,610,2,294
10096,568,5,242
8436,78,9,5
22177,107,4,8
27754,478,5,166
25544,123,6,19
13638,850,11,371
1179,808,6,387
4873,123,4,27
18570,273,4,90
49223,761,8,239
18157,354,5,141
46565,482,11,110
5460,568,5,252
49084,320,9,44
1352,673,4,323
22586,574,7,222
6344,647,5,285
5507,360,9,156
38598,511,12,124
44988,103,8,43
33885,948,8,378
17865,278,10,82
38055,379,10,79
28213,106,3,6
5477,447,9,172
7533,386,8,153
24396,362,3,127
13755,366,10,137
1865,822,1,400
12173,940,5,426
39097,115,4,29
34371,274,8,44
39524,873,6,337
12254,155,10,17
5018,267,5,118
6192,518,9,224
3015,903,6,421
43618,977,11,369
4380,505,11,230
29343,421,11,103
4770,623,11,260
6829,431,3,210
35381,990,6,413
46915,927,12,318
16545,467,11,163
19263,266,12,73
39140,789,4,324
44306,718,5,273
26675,440,6,154
26362,143,9,15
1148,279,3,144
2754,188,1,80
27745,960,2,427
8378,896,8,426
47359,130,4,38
21140,309,7,71
10371,618,2,269
27999,32,12,71
13779,282,11,78
32075,819,10,321
31697,42,8,47
10795,964,10,437
39460,219,12,12
5218,261,12,96
38571,258,9,14
12672,322,7,104
32042,184,10,2
36950,757,11,270
12009,195,1,57
48096,48,2,82
20544,696,9,265
30381,554,10,204
26287,313,7,89
3586,496,11,211
3648,402,3,172
41081,575,5,190
19101,792,1,362
46312,711,10,234
22692,315,3,98
8407,670,11,288
18254,353,4,120
16234,267,4,88
23211,260,7,66
30480,125,5,25
48780,917,9,320
25846,950,7,391
43503,704,2,267
47193,580,11,151
49466,142,11,71
16321,54,8,18
13646,637,11,262
23117,859,2,365
5893,435,7,175
10476,727,5,333
18270,640,10,264
22702,656,6,252
5382,346,11,124
2785,314,4,139
46798,451,5,125
12735,366,12,114
31177,56,5,39
31712,719,7,284
17679,531,11,193
44013,868,12,300
36365,989,4,408
18064,919,5,412
31563,554,4,193
34092,929,4,396
48928,792,8,284
27867,725,11,263
46382,897,5,353
34754,683,9,263
20502,37,5,28
1760,46,8,15
25142,555,3,209
45653,48,12,89
42996,670,7,236
18290,677,1,314
6499,654,12,272
1364,659,5,324
20797,899,2,397
41795,136,8,38
33535,151,12,29
47300,308,6,58
48176,737,5,248
17105,255,3,69
8939,61,1,5
14936,179,10,29
43029,783,10,296
16863,710,10,295
13561,144,11,9
11447,279,10,85
31624,295,12,64
47940,232,8,11
45646,982,11,359
13411,492,5,196
20465,855,9,367
39216,721,11,264
20642,589,7,237
32262,450,1,146
31363,734,11,281
3107,99,1,49
8928,974,7,459
49002,247,11,3
20317,921,7,395
26017,114,9,29
14528,443,2,199
14313,992,7,436
2559,938,2,446
16167,967,10,424
16343,535,12,213
39598,184,10,30
8523,445,2,196
29439,831,5,323
16524,912,9,410
14285,61,9,28
11973,816,10,339
23694,760,1,325
36774,422,11,126
5302,774,7,376
23391,743,10,277
5611,435,10,182
10372,319,12,98
25312,74,3,10
15080,355,10,123
16082,920,10,388
48409,900,1,347
43861,449,2,135
31677,991,6,406
21874,704,10,279
9378,808,2,369
2597,353,2,170
12600,760,4,340
4747,425,3,174
14879,49,8,31
14017,554,8,218
25815,536,6,216
19964,594,4,244
29812,240,7,37
41200,846,9,326
25714,613,2,252
19890,513,6,202
5725,773,7,365
44205,272,1,50
21684,583,6,209
27325,340,8,91
33542,58,7,62
47037,484,2,123
14092,790,2,386
31382,957,4,382
40770,858,5,325
26457,430,5,159
7131,431,11,181
47029,511,2,147
26215,457,7,147
13612,498,8,193
38305,802,2,328
14091,968,4,441
36103,91,12,56
38089,601,11,194
30759,239,11,35
47022,23,3,85
1559,881,4,446
1713,932,5,433
38361,309,6,68
16184,399,2,147
16261,921,10,403
21372,823,6,357
33140,374,9,115
34024,762,12,258
48342,954,12,334
33544,99,11,41
1037,85,8,7
44032,155,1,24
13697,418,9,153
42420,722,12,238
49698,366,11,51
32707,867,10,346
27016,980,11,407
35600,78,2,29
49285,797,12,254
24984,538,11,169
6167,899,1,431
1432,733,6,351
5151,863,1,423
48680,996,6,379
7411,256,2,102
31788,799,12,298
27623,98,11,32
23104,577,7,210
1256,774,7,362
34439,819,12,300
34257,691,4,286
40657,134,2,18
45674,481,12,106
19066,645,11,264
46371,145,7,24
33746,621,1,229
3460,592,12,252
38297,984,11,380
35743,519,11,151
4216,848,2,407
15267,121,12,24
10581,645,2,299
5515,193,1,84
23076,471,9,161
45816,111,6,54
10776,714,3,331
22947,404,12,111
3963,224,6,89
7786,382,7,153
14866,726,3,308
39968,836,4,340
33305,517,10,185
18360,556,1,235
41113,253,6,20
33813,35,6,90
2193,160,9,48
5512,967,2,468
23666,639,5,262
17630,439,5,158
9983,475,7,191
1636,319,5,133
4775,358,12,131
3421,322,10,116
14025,911,4,401
10280,611,12,243
37951,95,10,53
12351,807,12,352
39091,933,2,381
46656,969,8,352
31171,799,5,320
4644,643,4,317
17142,940,9,391
8773,335,2,139
29466,519,3,192
11778,94,8,1
13501,745,11,336
48177,385,4,92
3108,565,9,258
30369,672,10,239
37382,697,12,240
26818,415,10,113
11251,250,10,94
24341,823,10,310
12678,47,9,41
15367,494,10,182
30672,314,9,72
5332,864,1,410
13002,446,6,178
21284,891,10,375
16700,110,6,4
14769,134,8,5
30318,178,7,4
25323,277,7,72
28610,392,2,134
7963,869,12,396
8838,109,11,18
46167,776,4,290
13243,317,1,119
28939,50,12,70
2845,848,11,376
47710,377,11,47
17766,843,7,361
37880,489,4,167
13780,759,9,317
49458,870,6,329
43856,147,6,27
2509,801,9,355
24957,289,8,71
46172,517,6,144
35346,432,6,148
18263,228,6,63
47874,709,4,244
27148,325,5,92
32533,210,3,23
43608,376,9,80
13931,476,11,166
2359,468,2,228
25532,87,11,41
21344,858,7,375
5242,798,1,380
21601,801,10,335
20116,893,12,368
36477,486,7,141
31782,379,2,111
46559,406,5,69
19880,147,1,31
4499,795,5,377
32587,752,11,284
45458,773,4,277
27020,504,1,196
9080,263,12,86
24207,958,1,436
34957,924,7,359
14908,38,3,29
31652,415,10,101
31344,686,12,259
26034,248,9,49
26788,387,9,122
13751,77,12,26
48482,300,10,31
34793,576,11,171
33839,121,9,31
39314,67,1,67
36453,581,12,173
10385,612,4,264
19232,831,1,357
44344,78,1,53
35790,180,9,17
16831,122,5,9
21125,865,1,395
46708,431,11,95
18682,805,3,358
37870,202,7,0
18288,436,2,168
36794,135,4,24
40477,893,2,354
25405,418,9,134
39737,976,12,395
3620,798,9,357
36414,695,12,247
38633,674,7,217
36057,456,7,131
41138,337,2,66
14854,835,12,363
10677,625,10,250
45111,269,12,1
25074,930,8,387
18824,466,1,203
1765,516,8,238
46439,362,5,67
32615,446,4,153
49926,837,10,297
37860,847,2,347
13975,259,3,88
10341,78,10,26
29141,546,2,205
13334,816,11,336
49845,222,12,23
16835,768,4,318
27548,485,3,165
36434,315,5,61
26039,306,7,75
33530,92,9,52
39736,745,5,293
41409,542,8,180
19565,356,2,126
10834,756,6,338
37656,337,8,64
1840,222,9,92
14873,250,11,47
32568,923,4,386
11846,582,4,252
6899,76,7,8
21502,663,4,273
1565,439,5,178
39773,934,2,370
42924,299,2,63
44242,828,11,303
10187,324,10,108
8226,485,5,214
43147,756,12,262
39658,193,10,33
46881,823,10,308
5311,285,2,119
45214,266,12,13
42616,97,6,43
26689,666,12,248
7083,671,6,307
13598,873,12,357
17940,272,8,76
27880,494,12,135
3580,195,1,79
47612,440,7,107
43321,990,12,384
10386,951,7,444
20522,591,9,221
27224,480,4,148
15635,883,7,394
1671,273,12,104
34545,539,6,176
27855,922,4,395
36790,126,10,36
47585,190,12,52
15260,77,8,31
2074,356,3,162
43676,361,8,76
10475,961,5,441
13878,309,4,104
16120,103,3,3
24147,136,12,28
2986,731,10,355
44593,553,7,161
33430,238,7,23
42961,757,6,265
18430,936,3,419
3176,802,9,367
19722,920,11,390
43815,121,2,25
19617,676,3,296
28115,475,1,164
38376,678,7,234
12906,792,2,356
41002,810,10,299
7610,870,8,390
44292,545,9,139
14411,285,12,76
10180,306,11,92
48993,160,2,19
11073,914,6,421
38251,425,11,100
31960,312,1,96
6901,954,8,447
39897,925,5,369
44183,50,9,92
5482,190,3,81
43454,374,2,92
26428,224,7,49
8400,497,11,197
40574,951,7,392
44284,310,10,26
8396,130,5,49
8338,87,7,10
43718,714,12,229
